respID,qID,altID,obsID,profileID,salary_increase,req_in_person_days,attendance_bonus,commute_credit,vacation_days,salary_cut,no_choice
8,8,2,64,0,0,0,0,0,0,0,1
9,1,1,65,4478,0,3,0,200,10,0,0
9,1,2,65,0,0,0,0,0,0,1,1
9,2,1,66,14533,1,2,0,0,10,0,0
9,2,2,66,0,0,0,0,0,0,5,1
9,3,1,67,26340,5,5,1,200,15,0,0
9,3,2,67,0,0,0,0,0,0,9,1
9,4,1,68,136,3,3,2,0,0,0,0
9,4,2,68,0,0,0,0,0,0,0,1
9,5,1,69,24326,4,2,1,200,0,0,0
9,5,2,69,0,0,0,0,0,0,9,1
9,6,1,70,7330,3,2,1,0,15,0,0
9,6,2,70,0,0,0,0,0,0,2,1
9,7,1,71,18731,8,3,1,50,0,0,0
9,7,2,71,0,0,0,0,0,0,7,1
9,8,1,72,2209,8,1,1,50,15,0,0
9,8,2,72,0,0,0,0,0,0,0,1
10,1,1,73,8854,9,5,1,50,5,0,0
10,1,2,73,0,0,0,0,0,0,3,1
10,2,1,74,22593,9,4,2,0,10,0,0
10,2,2,74,0,0,0,0,0,0,8,1
10,3,1,75,23151,6,5,0,0,15,0,0
10,3,2,75,0,0,0,0,0,0,8,1
10,4,1,76,9191,5,1,2,200,5,0,0
10,4,2,76,0,0,0,0,0,0,3,1
10,5,1,77,14722,3,4,0,50,10,0,0
10,5,2,77,0,0,0,0,0,0,5,1
10,6,1,78,17382,1,1,1,50,10,0,0
10,6,2,78,0,0,0,0,0,0,6,1
10,7,1,79,27866,2,4,2,0,10,0,0
10,7,2,79,0,0,0,0,0,0,10,1
10,8,1,80,19838,4,4,0,0,10,0,0
10,8,2,80,0,0,0,0,0,0,7,1
11,1,1,81,4953,2,1,0,100,15,0,0
11,1,2,81,0,0,0,0,0,0,1,1
11,2,1,82,26759,6,3,0,100,0,0,0
11,2,2,82,0,0,0,0,0,0,10,1
11,3,1,83,22326,6,5,0,200,5,0,0
11,3,2,83,0,0,0,0,0,0,8,1
11,4,1,84,1406,8,3,1,0,10,0,0
11,4,2,84,0,0,0,0,0,0,0,1
11,5,1,85,2250,5,5,1,50,15,0,0
11,5,2,85,0,0,0,0,0,0,0,1
11,6,1,86,1463,10,3,2,0,10,0,0
11,6,2,86,0,0,0,0,0,0,0,1
11,7,1,87,11358,5,3,2,0,5,0,0
11,7,2,87,0,0,0,0,0,0,4,1
11,8,1,88,12764,3,1,1,50,15,0,0
11,8,2,88,0,0,0,0,0,0,4,1
12,1,1,89,23139,5,4,0,0,15,0,0
12,1,2,89,0,0,0,0,0,0,8,1
12,2,1,90,2913,8,5,1,50,0,0,0
12,2,2,90,0,0,0,0,0,0,1,1
12,3,1,91,20239,9,5,1,100,10,0,0
12,3,2,91,0,0,0,0,0,0,7,1
12,4,1,92,6095,0,5,2,0,5,0,0
12,4,2,92,0,0,0,0,0,0,2,1
12,5,1,93,14366,10,1,0,200,5,0,0
12,5,2,93,0,0,0,0,0,0,5,1
12,6,1,94,26691,4,2,2,50,0,0,0
12,6,2,94,0,0,0,0,0,0,10,1
12,7,1,95,18139,10,4,2,50,15,0,0
12,7,2,95,0,0,0,0,0,0,6,1
12,8,1,96,15292,1,1,2,0,15,0,0
12,8,2,96,0,0,0,0,0,0,5,1
13,1,1,97,22587,3,4,2,0,10,0,0
13,1,2,97,0,0,0,0,0,0,8,1
13,2,1,98,2272,5,2,2,50,15,0,0
13,2,2,98,0,0,0,0,0,0,0,1
13,3,1,99,24491,4,2,1,0,5,0,0
13,3,2,99,0,0,0,0,0,0,9,1
13,4,1,100,9223,4,4,2,200,5,0,0
13,4,2,100,0,0,0,0,0,0,3,1
13,5,1,101,24156,10,1,1,100,0,0,0
13,5,2,101,0,0,0,0,0,0,9,1
13,6,1,102,26229,4,5,2,100,15,0,0
13,6,2,102,0,0,0,0,0,0,9,1
13,7,1,103,1393,6,2,1,0,10,0,0
13,7,2,103,0,0,0,0,0,0,0,1
13,8,1,104,17887,0,2,1,0,15,0,0
13,8,2,104,0,0,0,0,0,0,6,1
14,1,1,105,21452,1,1,0,100,0,0,0
14,1,2,105,0,0,0,0,0,0,8,1
14,2,1,106,17270,10,5,1,0,10,0,0
14,2,2,106,0,0,0,0,0,0,6,1
14,3,1,107,12285,8,2,1,100,10,0,0
14,3,2,107,0,0,0,0,0,0,4,1
14,4,1,108,7890,2,3,2,200,15,0,0
14,4,2,108,0,0,0,0,0,0,2,1
14,5,1,109,4453,8,5,2,100,10,0,0
14,5,2,109,0,0,0,0,0,0,1,1
14,6,1,110,13785,1,4,1,200,0,0,0
14,6,2,110,0,0,0,0,0,0,5,1
14,7,1,111,23533,3,5,1,100,15,0,0
14,7,2,111,0,0,0,0,0,0,8,1
14,8,1,112,9792,1,1,1,200,10,0,0
14,8,2,112,0,0,0,0,0,0,3,1
15,1,1,113,24905,0,5,2,100,5,0,0
15,1,2,113,0,0,0,0,0,0,9,1
15,2,1,114,24559,6,3,2,0,5,0,0
15,2,2,114,0,0,0,0,0,0,9,1
15,3,1,115,1838,0,3,0,200,10,0,0
15,3,2,115,0,0,0,0,0,0,0,1
15,4,1,116,3500,1,4,0,50,5,0,0
15,4,2,116,0,0,0,0,0,0,1,1
15,5,1,117,13325,3,2,2,0,0,0,0
15,5,2,117,0,0,0,0,0,0,5,1
15,6,1,118,1445,3,2,2,0,10,0,0
15,6,2,118,0,0,0,0,0,0,0,1
15,7,1,119,25018,3,5,1,200,5,0,0
15,7,2,119,0,0,0,0,0,0,9,1
15,8,1,120,361,8,3,0,100,0,0,0
15,8,2,120,0,0,0,0,0,0,0,1
16,1,1,121,9755,8,2,0,200,10,0,0
16,1,2,121,0,0,0,0,0,0,3,1
16,2,1,122,20042,10,2,1,50,10,0,0
16,2,2,122,0,0,0,0,0,0,7,1
16,3,1,123,2334,1,3,0,100,15,0,0
16,3,2,123,0,0,0,0,0,0,0,1
16,4,1,124,11620,3,2,1,100,5,0,0
16,4,2,124,0,0,0,0,0,0,4,1
16,5,1,125,6532,8,4,1,200,5,0,0
16,5,2,125,0,0,0,0,0,0,2,1
16,6,1,126,21042,9,3,1,200,15,0,0
16,6,2,126,0,0,0,0,0,0,7,1
16,7,1,127,18691,1,5,0,50,0,0,0
16,7,2,127,0,0,0,0,0,0,7,1
16,8,1,128,21335,5,5,0,50,0,0,0
16,8,2,128,0,0,0,0,0,0,8,1
17,1,1,129,10848,1,2,2,50,0,0,0
17,1,2,129,0,0,0,0,0,0,4,1
17,2,1,130,7746,1,5,2,100,15,0,0
17,2,2,130,0,0,0,0,0,0,2,1
17,3,1,131,16982,8,4,2,100,5,0,0
17,3,2,131,0,0,0,0,0,0,6,1
17,4,1,132,1033,9,4,0,100,5,0,0
17,4,2,132,0,0,0,0,0,0,0,1
17,5,1,133,15246,10,1,1,0,15,0,0
17,5,2,133,0,0,0,0,0,0,5,1
17,6,1,134,9593,0,3,0,100,10,0,0
17,6,2,134,0,0,0,0,0,0,3,1
17,7,1,135,17079,6,3,1,200,5,0,0
17,7,2,135,0,0,0,0,0,0,6,1
17,8,1,136,13325,3,2,2,0,0,0,0
17,8,2,136,0,0,0,0,0,0,5,1
18,1,1,137,2096,5,1,2,0,15,0,0
18,1,2,137,0,0,0,0,0,0,0,1
18,2,1,138,6698,9,4,1,0,10,0,0
18,2,2,138,0,0,0,0,0,0,2,1
18,3,1,139,2807,1,1,0,50,0,0,0
18,3,2,139,0,0,0,0,0,0,1,1
18,4,1,140,9522,6,1,2,50,10,0,0
18,4,2,140,0,0,0,0,0,0,3,1
18,5,1,141,6979,4,5,0,100,10,0,0
18,5,2,141,0,0,0,0,0,0,2,1
18,6,1,142,15056,7,4,0,200,10,0,0
18,6,2,142,0,0,0,0,0,0,5,1
18,7,1,143,9264,1,3,0,0,10,0,0
18,7,2,143,0,0,0,0,0,0,3,1
18,8,1,144,23402,4,3,2,50,15,0,0
18,8,2,144,0,0,0,0,0,0,8,1
19,1,1,145,8005,7,3,1,0,0,0,0
19,1,2,145,0,0,0,0,0,0,3,1
19,2,1,146,13570,6,4,0,100,0,0,0
19,2,2,146,0,0,0,0,0,0,5,1
19,3,1,147,1827,0,2,0,200,10,0,0
19,3,2,147,0,0,0,0,0,0,0,1
19,4,1,148,19891,2,4,1,0,10,0,0
19,4,2,148,0,0,0,0,0,0,7,1
19,5,1,149,12481,6,5,1,200,10,0,0
19,5,2,149,0,0,0,0,0,0,4,1
19,6,1,150,27501,0,1,2,100,5,0,0
19,6,2,150,0,0,0,0,0,0,10,1
19,7,1,151,7926,5,1,0,0,0,0,0
19,7,2,151,0,0,0,0,0,0,3,1
19,8,1,152,8834,0,4,1,50,5,0,0
19,8,2,152,0,0,0,0,0,0,3,1
20,1,1,153,3720,1,4,1,100,5,0,0
20,1,2,153,0,0,0,0,0,0,1,1
20,2,1,154,25924,7,2,0,50,15,0,0
20,2,2,154,0,0,0,0,0,0,9,1
20,3,1,155,5239,2,2,2,200,15,0,0
20,3,2,155,0,0,0,0,0,0,1,1
20,4,1,156,6842,10,2,1,50,10,0,0
20,4,2,156,0,0,0,0,0,0,2,1
20,5,1,157,18542,6,1,1,0,0,0,0
20,5,2,157,0,0,0,0,0,0,7,1
20,6,1,158,26727,7,5,2,50,0,0,0
20,6,2,158,0,0,0,0,0,0,10,1
20,7,1,159,18309,4,5,2,100,15,0,0
20,7,2,159,0,0,0,0,0,0,6,1
20,8,1,160,5535,1,4,1,50,0,0,0
20,8,2,160,0,0,0,0,0,0,2,1
21,1,1,161,16675,9,1,0,50,5,0,0
21,1,2,161,0,0,0,0,0,0,6,1
21,2,1,162,1108,7,1,2,100,5,0,0
21,2,2,162,0,0,0,0,0,0,0,1
21,3,1,163,8205,9,1,2,50,0,0,0
21,3,2,163,0,0,0,0,0,0,3,1
21,4,1,164,19387,4,3,1,50,5,0,0
21,4,2,164,0,0,0,0,0,0,7,1
21,5,1,165,26795,9,1,1,100,0,0,0
21,5,2,165,0,0,0,0,0,0,10,1
21,6,1,166,5577,10,2,2,50,0,0,0
21,6,2,166,0,0,0,0,0,0,2,1
21,7,1,167,12968,9,4,1,100,15,0,0
21,7,2,167,0,0,0,0,0,0,4,1
21,8,1,168,10335,5,5,1,100,15,0,0
21,8,2,168,0,0,0,0,0,0,3,1
22,1,1,169,25878,5,3,2,0,15,0,0
22,1,2,169,0,0,0,0,0,0,9,1
22,2,1,170,11109,9,5,0,200,0,0,0
22,2,2,170,0,0,0,0,0,0,4,1
22,3,1,171,20567,7,5,1,0,15,0,0
22,3,2,171,0,0,0,0,0,0,7,1
22,4,1,172,26652,9,3,1,50,0,0,0
22,4,2,172,0,0,0,0,0,0,10,1
22,5,1,173,22168,2,1,1,100,5,0,0
22,5,2,173,0,0,0,0,0,0,8,1
22,6,1,174,21994,4,5,0,50,5,0,0
22,6,2,174,0,0,0,0,0,0,8,1
22,7,1,175,19385,2,3,1,50,5,0,0
22,7,2,175,0,0,0,0,0,0,7,1
22,8,1,176,8249,9,5,2,50,0,0,0
22,8,2,176,0,0,0,0,0,0,3,1
23,1,1,177,28383,2,1,0,0,15,0,0
23,1,2,177,0,0,0,0,0,0,10,1
23,2,1,178,24345,1,4,1,200,0,0,0
23,2,2,178,0,0,0,0,0,0,9,1
23,3,1,179,28302,9,3,1,200,10,0,0
23,3,2,179,0,0,0,0,0,0,10,1
23,4,1,180,22034,0,4,1,50,5,0,0
23,4,2,180,0,0,0,0,0,0,8,1
23,5,1,181,20918,6,2,2,100,15,0,0
23,5,2,181,0,0,0,0,0,0,7,1
23,6,1,182,26751,9,2,0,100,0,0,0
23,6,2,182,0,0,0,0,0,0,10,1
23,7,1,183,7381,10,1,2,0,15,0,0
23,7,2,183,0,0,0,0,0,0,2,1
23,8,1,184,3260,3,2,2,200,0,0,0
23,8,2,184,0,0,0,0,0,0,1,1
24,1,1,185,23135,1,4,0,0,15,0,0
24,1,2,185,0,0,0,0,0,0,8,1
24,2,1,186,16358,0,3,0,200,0,0,0
24,2,2,186,0,0,0,0,0,0,6,1
24,3,1,187,22571,9,2,2,0,10,0,0
24,3,2,187,0,0,0,0,0,0,8,1
24,4,1,188,15470,3,2,2,50,15,0,0
24,4,2,188,0,0,0,0,0,0,5,1
24,5,1,189,10793,1,2,1,50,0,0,0
24,5,2,189,0,0,0,0,0,0,4,1
24,6,1,190,28569,1,3,0,50,15,0,0
24,6,2,190,0,0,0,0,0,0,10,1
24,7,1,191,19191,6,5,0,0,5,0,0
24,7,2,191,0,0,0,0,0,0,7,1
24,8,1,192,16319,5,4,2,100,0,0,0
24,8,2,192,0,0,0,0,0,0,6,1
25,1,1,193,19237,8,4,1,0,5,0,0
25,1,2,193,0,0,0,0,0,0,7,1
25,2,1,194,5258,10,3,2,200,15,0,0
25,2,2,194,0,0,0,0,0,0,1,1
25,3,1,195,25151,4,2,1,0,10,0,0
25,3,2,195,0,0,0,0,0,0,9,1
25,4,1,196,25964,3,1,1,50,15,0,0
25,4,2,196,0,0,0,0,0,0,9,1
25,5,1,197,6795,7,3,0,50,10,0,0
25,5,2,197,0,0,0,0,0,0,2,1
25,6,1,198,28741,8,3,0,100,15,0,0
25,6,2,198,0,0,0,0,0,0,10,1
25,7,1,199,10292,6,1,1,100,15,0,0
25,7,2,199,0,0,0,0,0,0,3,1
25,8,1,200,4306,4,2,0,100,10,0,0
25,8,2,200,0,0,0,0,0,0,1,1
26,1,1,201,3837,8,4,0,200,5,0,0
26,1,2,201,0,0,0,0,0,0,1,1
26,2,1,202,13375,9,1,0,50,0,0,0
26,2,2,202,0,0,0,0,0,0,5,1
26,3,1,203,20200,3,2,1,100,10,0,0
26,3,2,203,0,0,0,0,0,0,7,1
26,4,1,204,19569,10,4,1,100,5,0,0
26,4,2,204,0,0,0,0,0,0,7,1
26,5,1,205,19231,2,4,1,0,5,0,0
26,5,2,205,0,0,0,0,0,0,7,1
26,6,1,206,25461,6,5,0,100,10,0,0
26,6,2,206,0,0,0,0,0,0,9,1
26,7,1,207,12345,2,3,2,100,10,0,0
26,7,2,207,0,0,0,0,0,0,4,1
26,8,1,208,2541,10,1,1,200,15,0,0
26,8,2,208,0,0,0,0,0,0,0,1
27,1,1,209,150,6,4,2,0,0,0,0
27,1,2,209,0,0,0,0,0,0,0,1
27,2,1,210,28507,5,2,2,0,15,0,0
27,2,2,210,0,0,0,0,0,0,10,1
27,3,1,211,25536,4,2,2,100,10,0,0
27,3,2,211,0,0,0,0,0,0,9,1
27,4,1,212,5674,8,1,1,100,0,0,0
27,4,2,212,0,0,0,0,0,0,2,1
27,5,1,213,28635,1,4,1,50,15,0,0
27,5,2,213,0,0,0,0,0,0,10,1
27,6,1,214,26219,5,4,2,100,15,0,0
27,6,2,214,0,0,0,0,0,0,9,1
27,7,1,215,15699,1,3,0,200,15,0,0
27,7,2,215,0,0,0,0,0,0,5,1
27,8,1,216,14122,8,4,1,50,5,0,0
27,8,2,216,0,0,0,0,0,0,5,1
28,1,1,217,7079,5,4,2,100,10,0,0
28,1,2,217,0,0,0,0,0,0,2,1
28,2,1,218,12054,8,1,0,50,10,0,0
28,2,2,218,0,0,0,0,0,0,4,1
28,3,1,219,14733,3,5,0,50,10,0,0
28,3,2,219,0,0,0,0,0,0,5,1
28,4,1,220,6538,3,5,1,200,5,0,0
28,4,2,220,0,0,0,0,0,0,2,1
28,5,1,221,13468,3,5,1,50,0,0,0
28,5,2,221,0,0,0,0,0,0,5,1
28,6,1,222,18725,2,3,1,50,0,0,0
28,6,2,222,0,0,0,0,0,0,7,1
28,7,1,223,27115,10,5,0,0,5,0,0
28,7,2,223,0,0,0,0,0,0,10,1
28,8,1,224,22163,8,5,0,100,5,0,0
28,8,2,224,0,0,0,0,0,0,8,1
29,1,1,225,14093,1,2,1,50,5,0,0
29,1,2,225,0,0,0,0,0,0,5,1
29,2,1,226,19188,3,5,0,0,5,0,0
29,2,2,226,0,0,0,0,0,0,7,1
29,3,1,227,12547,6,1,0,0,15,0,0
29,3,2,227,0,0,0,0,0,0,4,1
29,4,1,228,7922,1,1,0,0,0,0,0
29,4,2,228,0,0,0,0,0,0,3,1
29,5,1,229,10945,10,5,0,100,0,0,0
29,5,2,229,0,0,0,0,0,0,4,1
29,6,1,230,9176,1,5,1,200,5,0,0
29,6,2,230,0,0,0,0,0,0,3,1
29,7,1,231,7481,0,1,1,50,15,0,0
29,7,2,231,0,0,0,0,0,0,2,1
29,8,1,232,22655,5,5,0,50,10,0,0
29,8,2,232,0,0,0,0,0,0,8,1
30,1,1,233,26912,5,2,0,200,0,0,0
30,1,2,233,0,0,0,0,0,0,10,1
30,2,1,234,11830,4,1,2,200,5,0,0
30,2,2,234,0,0,0,0,0,0,4,1
30,3,1,235,2314,3,1,0,100,15,0,0
30,3,2,235,0,0,0,0,0,0,0,1
30,4,1,236,5112,7,5,2,100,15,0,0
30,4,2,236,0,0,0,0,0,0,1,1
30,5,1,237,1877,6,1,1,200,10,0,0
30,5,2,237,0,0,0,0,0,0,0,1
30,6,1,238,190,2,3,0,50,0,0,0
30,6,2,238,0,0,0,0,0,0,0,1
30,7,1,239,14096,4,2,1,50,5,0,0
30,7,2,239,0,0,0,0,0,0,5,1
30,8,1,240,18679,0,4,0,50,0,0,0
30,8,2,240,0,0,0,0,0,0,7,1
31,1,1,241,2090,10,5,1,0,15,0,0
31,1,2,241,0,0,0,0,0,0,0,1
31,2,1,242,26023,7,1,2,50,15,0,0
31,2,2,242,0,0,0,0,0,0,9,1
31,3,1,243,15972,10,2,2,0,0,0,0
31,3,2,243,0,0,0,0,0,0,6,1
31,4,1,244,22337,6,1,1,200,5,0,0
31,4,2,244,0,0,0,0,0,0,8,1
31,5,1,245,28562,5,2,0,50,15,0,0
31,5,2,245,0,0,0,0,0,0,10,1
31,6,1,246,24870,9,1,2,100,5,0,0
31,6,2,246,0,0,0,0,0,0,9,1
31,7,1,247,20393,9,4,1,200,10,0,0
31,7,2,247,0,0,0,0,0,0,7,1
31,8,1,248,18542,6,1,1,0,0,0,0
31,8,2,248,0,0,0,0,0,0,7,1
32,1,1,249,25960,10,5,0,50,15,0,0
32,1,2,249,0,0,0,0,0,0,9,1
32,2,1,250,24143,8,5,0,100,0,0,0
32,2,2,250,0,0,0,0,0,0,9,1
32,3,1,251,15461,5,1,2,50,15,0,0
32,3,2,251,0,0,0,0,0,0,5,1
32,4,1,252,8336,8,3,1,100,0,0,0
32,4,2,252,0,0,0,0,0,0,3,1
32,5,1,253,18836,3,3,0,100,0,0,0
32,5,2,253,0,0,0,0,0,0,7,1
32,6,1,254,5434,10,4,2,0,0,0,0
32,6,2,254,0,0,0,0,0,0,2,1
32,7,1,255,20734,9,5,1,50,15,0,0
32,7,2,255,0,0,0,0,0,0,7,1
32,8,1,256,27146,8,3,1,0,5,0,0
32,8,2,256,0,0,0,0,0,0,10,1
33,1,1,257,10931,7,4,0,100,0,0,0
33,1,2,257,0,0,0,0,0,0,4,1
33,2,1,258,23654,3,1,1,200,15,0,0
33,2,2,258,0,0,0,0,0,0,8,1
33,3,1,259,28553,7,1,0,50,15,0,0
33,3,2,259,0,0,0,0,0,0,10,1
33,4,1,260,3865,3,2,1,200,5,0,0
33,4,2,260,0,0,0,0,0,0,1,1
33,5,1,261,19365,4,1,1,50,5,0,0
33,5,2,261,0,0,0,0,0,0,7,1
33,6,1,262,14222,9,3,0,100,5,0,0
33,6,2,262,0,0,0,0,0,0,5,1
33,7,1,263,27764,10,4,0,0,10,0,0
33,7,2,263,0,0,0,0,0,0,10,1
33,8,1,264,12857,8,4,2,50,15,0,0
33,8,2,264,0,0,0,0,0,0,4,1
34,1,1,265,7246,7,4,2,200,10,0,0
34,1,2,265,0,0,0,0,0,0,2,1
34,2,1,266,27251,3,3,0,50,5,0,0
34,2,2,266,0,0,0,0,0,0,10,1
34,3,1,267,18254,4,5,1,100,15,0,0
34,3,2,267,0,0,0,0,0,0,6,1
34,4,1,268,20540,2,3,1,0,15,0,0
34,4,2,268,0,0,0,0,0,0,7,1
34,5,1,269,23285,8,2,0,50,15,0,0
34,5,2,269,0,0,0,0,0,0,8,1
34,6,1,270,15406,5,1,1,50,15,0,0
34,6,2,270,0,0,0,0,0,0,5,1
34,7,1,271,5697,9,3,1,100,0,0,0
34,7,2,271,0,0,0,0,0,0,2,1
34,8,1,272,10258,5,3,0,100,15,0,0
34,8,2,272,0,0,0,0,0,0,3,1
35,1,1,273,24717,10,2,2,50,5,0,0
35,1,2,273,0,0,0,0,0,0,9,1
35,2,1,274,9927,4,3,0,0,15,0,0
35,2,2,274,0,0,0,0,0,0,3,1
35,3,1,275,14675,0,5,2,0,10,0,0
35,3,2,275,0,0,0,0,0,0,5,1
35,4,1,276,26714,5,4,2,50,0,0,0
35,4,2,276,0,0,0,0,0,0,10,1
35,5,1,277,7563,5,3,2,50,15,0,0
35,5,2,277,0,0,0,0,0,0,2,1
35,6,1,278,5493,3,5,0,50,0,0,0
35,6,2,278,0,0,0,0,0,0,2,1
35,7,1,279,12197,8,4,2,50,10,0,0
35,7,2,279,0,0,0,0,0,0,4,1
35,8,1,280,26392,2,5,2,200,15,0,0
35,8,2,280,0,0,0,0,0,0,9,1
36,1,1,281,14492,4,3,2,200,5,0,0
36,1,2,281,0,0,0,0,0,0,5,1
36,2,1,282,8037,6,1,2,0,0,0,0
36,2,2,282,0,0,0,0,0,0,3,1
36,3,1,283,7124,6,3,0,200,10,0,0
36,3,2,283,0,0,0,0,0,0,2,1
