respID,qID,altID,obsID,profileID,salary_increase,req_in_person_days,attendance_bonus,commute_credit,vacation_days,salary_cut,no_choice
11,1,1,81,7792,3,4,1,100,5,5,0
11,1,2,81,0,0,0,0,0,0,0,1
11,2,1,82,7163,4,4,1,200,15,4,0
11,2,2,82,0,0,0,0,0,0,0,1
11,3,1,83,5827,0,2,2,0,0,4,0
11,3,2,83,0,0,0,0,0,0,0,1
11,4,1,84,3461,4,2,1,100,5,2,0
11,4,2,84,0,0,0,0,0,0,0,1
11,5,1,85,5994,5,4,1,100,0,4,0
11,5,2,85,0,0,0,0,0,0,0,1
11,6,1,86,7268,1,2,2,0,0,5,0
11,6,2,86,0,0,0,0,0,0,0,1
11,7,1,87,1720,3,2,0,200,0,1,0
11,7,2,87,0,0,0,0,0,0,0,1
11,8,1,88,5209,0,4,2,50,10,3,0
11,8,2,88,0,0,0,0,0,0,0,1
12,1,1,89,7409,4,5,0,100,0,5,0
12,1,2,89,0,0,0,0,0,0,0,1
12,2,1,90,8483,4,4,0,100,15,5,0
12,2,2,90,0,0,0,0,0,0,0,1
12,3,1,91,357,2,5,2,200,0,0,0
12,3,2,91,0,0,0,0,0,0,0,1
12,4,1,92,4361,4,2,1,0,0,3,0
12,4,2,92,0,0,0,0,0,0,0,1
12,5,1,93,1014,5,4,0,200,10,0,0
12,5,2,93,0,0,0,0,0,0,0,1
12,6,1,94,5497,0,2,0,50,15,3,0
12,6,2,94,0,0,0,0,0,0,0,1
12,7,1,95,4722,5,2,1,0,5,3,0
12,7,2,95,0,0,0,0,0,0,0,1
12,8,1,96,6013,0,3,2,100,0,4,0
12,8,2,96,0,0,0,0,0,0,0,1
13,1,1,97,789,2,2,2,0,10,0,0
13,1,2,97,0,0,0,0,0,0,0,1
13,2,1,98,312,5,2,1,200,0,0,0
13,2,2,98,0,0,0,0,0,0,0,1
13,3,1,99,1298,1,2,1,100,15,0,0
13,3,2,99,0,0,0,0,0,0,0,1
13,4,1,100,5214,5,4,2,50,10,3,0
13,4,2,100,0,0,0,0,0,0,0,1
13,5,1,101,5320,3,2,0,200,10,3,0
13,5,2,101,0,0,0,0,0,0,0,1
13,6,1,102,4960,3,2,0,200,5,3,0
13,6,2,102,0,0,0,0,0,0,0,1
13,7,1,103,5676,5,1,0,200,15,3,0
13,7,2,103,0,0,0,0,0,0,0,1
13,8,1,104,909,2,2,0,100,10,0,0
13,8,2,104,0,0,0,0,0,0,0,1
14,1,1,105,2917,0,2,1,0,0,2,0
14,1,2,105,0,0,0,0,0,0,0,1
14,2,1,106,583,0,3,1,100,5,0,0
14,2,2,106,0,0,0,0,0,0,0,1
14,3,1,107,130,3,2,1,50,0,0,0
14,3,2,107,0,0,0,0,0,0,0,1
14,4,1,108,2555,4,1,1,0,15,1,0
14,4,2,108,0,0,0,0,0,0,0,1
14,5,1,109,351,2,4,2,200,0,0,0
14,5,2,109,0,0,0,0,0,0,0,1
14,6,1,110,4660,3,2,2,200,0,3,0
14,6,2,110,0,0,0,0,0,0,0,1
14,7,1,111,863,4,4,1,50,10,0,0
14,7,2,111,0,0,0,0,0,0,0,1
14,8,1,112,1590,5,5,1,50,0,1,0
14,8,2,112,0,0,0,0,0,0,0,1
15,1,1,113,2784,5,4,2,100,15,1,0
15,1,2,113,0,0,0,0,0,0,0,1
15,2,1,114,7272,5,2,2,0,0,5,0
15,2,2,114,0,0,0,0,0,0,0,1
15,3,1,115,2301,2,4,1,50,10,1,0
15,3,2,115,0,0,0,0,0,0,0,1
15,4,1,116,1067,4,3,2,200,10,0,0
15,4,2,116,0,0,0,0,0,0,0,1
15,5,1,117,1489,0,4,1,0,0,1,0
15,5,2,117,0,0,0,0,0,0,0,1
15,6,1,118,2728,3,5,0,100,15,1,0
15,6,2,118,0,0,0,0,0,0,0,1
15,7,1,119,1276,3,3,0,100,15,0,0
15,7,2,119,0,0,0,0,0,0,0,1
15,8,1,120,331,0,1,2,200,0,0,0
15,8,2,120,0,0,0,0,0,0,0,1
16,1,1,121,515,4,1,2,50,5,0,0
16,1,2,121,0,0,0,0,0,0,0,1
16,2,1,122,2741,4,2,1,100,15,1,0
16,2,2,122,0,0,0,0,0,0,0,1
16,3,1,123,6019,0,4,2,100,0,4,0
16,3,2,123,0,0,0,0,0,0,0,1
16,4,1,124,714,5,4,2,200,5,0,0
16,4,2,124,0,0,0,0,0,0,0,1
16,5,1,125,5619,2,2,1,100,15,3,0
16,5,2,125,0,0,0,0,0,0,0,1
16,6,1,126,7219,0,4,0,0,0,5,0
16,6,2,126,0,0,0,0,0,0,0,1
16,7,1,127,3430,3,2,0,100,5,2,0
16,7,2,127,0,0,0,0,0,0,0,1
16,8,1,128,1620,5,5,2,50,0,1,0
16,8,2,128,0,0,0,0,0,0,0,1
17,1,1,129,1005,2,3,0,200,10,0,0
17,1,2,129,0,0,0,0,0,0,0,1
17,2,1,130,5868,5,3,0,50,0,4,0
17,2,2,130,0,0,0,0,0,0,0,1
17,3,1,131,4186,3,3,1,100,15,2,0
17,3,2,131,0,0,0,0,0,0,0,1
17,4,1,132,4077,2,5,0,50,15,2,0
17,4,2,132,0,0,0,0,0,0,0,1
17,5,1,133,2412,5,2,2,100,10,1,0
17,5,2,133,0,0,0,0,0,0,0,1
17,6,1,134,7889,4,5,1,200,5,5,0
17,6,2,134,0,0,0,0,0,0,0,1
17,7,1,135,4076,1,5,0,50,15,2,0
17,7,2,135,0,0,0,0,0,0,0,1
17,8,1,136,5272,3,4,1,100,10,3,0
17,8,2,136,0,0,0,0,0,0,0,1
18,1,1,137,2728,3,5,0,100,15,1,0
18,1,2,137,0,0,0,0,0,0,0,1
18,2,1,138,4823,4,4,1,50,5,3,0
18,2,2,138,0,0,0,0,0,0,0,1
18,3,1,139,5052,5,2,0,0,10,3,0
18,3,2,139,0,0,0,0,0,0,0,1
18,4,1,140,4360,3,2,1,0,0,3,0
18,4,2,140,0,0,0,0,0,0,0,1
18,5,1,141,5030,1,4,2,200,5,3,0
18,5,2,141,0,0,0,0,0,0,0,1
18,6,1,142,7448,1,2,2,100,0,5,0
18,6,2,142,0,0,0,0,0,0,0,1
18,7,1,143,3640,3,2,1,0,10,2,0
18,7,2,143,0,0,0,0,0,0,0,1
18,8,1,144,6480,5,5,2,200,5,4,0
18,8,2,144,0,0,0,0,0,0,0,1
19,1,1,145,1002,5,2,0,200,10,0,0
19,1,2,145,0,0,0,0,0,0,0,1
19,2,1,146,7748,1,2,0,100,5,5,0
19,2,2,146,0,0,0,0,0,0,0,1
19,3,1,147,8178,5,3,2,100,10,5,0
19,3,2,147,0,0,0,0,0,0,0,1
19,4,1,148,5177,4,3,1,50,10,3,0
19,4,2,148,0,0,0,0,0,0,0,1
19,5,1,149,7314,5,4,0,50,0,5,0
19,5,2,149,0,0,0,0,0,0,0,1
19,6,1,150,5373,2,1,2,200,10,3,0
19,6,2,150,0,0,0,0,0,0,0,1
19,7,1,151,3191,4,2,1,200,0,2,0
19,7,2,151,0,0,0,0,0,0,0,1
19,8,1,152,7542,5,2,2,200,0,5,0
19,8,2,152,0,0,0,0,0,0,0,1
20,1,1,153,5487,2,5,2,0,15,3,0
20,1,2,153,0,0,0,0,0,0,0,1
20,2,1,154,2375,4,1,1,100,10,1,0
20,2,2,154,0,0,0,0,0,0,0,1
20,3,1,155,1687,0,2,2,100,0,1,0
20,3,2,155,0,0,0,0,0,0,0,1
20,4,1,156,4174,3,1,1,100,15,2,0
20,4,2,156,0,0,0,0,0,0,0,1
20,5,1,157,1084,3,1,0,0,15,0,0
20,5,2,157,0,0,0,0,0,0,0,1
20,6,1,158,6576,5,1,0,50,10,4,0
20,6,2,158,0,0,0,0,0,0,0,1
20,7,1,159,8227,0,2,1,200,10,5,0
20,7,2,159,0,0,0,0,0,0,0,1
20,8,1,160,3158,1,2,0,200,0,2,0
20,8,2,160,0,0,0,0,0,0,0,1
21,1,1,161,5044,3,1,0,0,10,3,0
21,1,2,161,0,0,0,0,0,0,0,1
21,2,1,162,3122,1,1,2,100,0,2,0
21,2,2,162,0,0,0,0,0,0,0,1
21,3,1,163,3538,3,5,0,200,5,2,0
21,3,2,163,0,0,0,0,0,0,0,1
21,4,1,164,7515,2,3,1,200,0,5,0
21,4,2,164,0,0,0,0,0,0,0,1
21,5,1,165,532,3,4,2,50,5,0,0
21,5,2,165,0,0,0,0,0,0,0,1
21,6,1,166,4242,5,2,0,200,15,2,0
21,6,2,166,0,0,0,0,0,0,0,1
21,7,1,167,4843,0,3,2,50,5,3,0
21,7,2,167,0,0,0,0,0,0,0,1
21,8,1,168,8576,1,5,0,200,15,5,0
21,8,2,168,0,0,0,0,0,0,0,1
22,1,1,169,3956,1,5,2,200,10,2,0
22,1,2,169,0,0,0,0,0,0,0,1
22,2,1,170,7291,0,1,0,50,0,5,0
22,2,2,170,0,0,0,0,0,0,0,1
22,3,1,171,476,1,5,0,50,5,0,0
22,3,2,171,0,0,0,0,0,0,0,1
22,4,1,172,5944,3,1,0,100,0,4,0
22,4,2,172,0,0,0,0,0,0,0,1
22,5,1,173,1609,0,4,2,50,0,1,0
22,5,2,173,0,0,0,0,0,0,0,1
22,6,1,174,6129,2,2,0,0,5,4,0
22,6,2,174,0,0,0,0,0,0,0,1
22,7,1,175,667,0,2,1,200,5,0,0
22,7,2,175,0,0,0,0,0,0,0,1
22,8,1,176,266,1,5,2,100,0,0,0
22,8,2,176,0,0,0,0,0,0,0,1
23,1,1,177,4795,0,5,0,50,5,3,0
23,1,2,177,0,0,0,0,0,0,0,1
23,2,1,178,2018,1,2,1,100,5,1,0
23,2,2,178,0,0,0,0,0,0,0,1
23,3,1,179,7267,0,2,2,0,0,5,0
23,3,2,179,0,0,0,0,0,0,0,1
23,4,1,180,3293,4,4,1,0,5,2,0
23,4,2,180,0,0,0,0,0,0,0,1
23,5,1,181,7226,1,5,0,0,0,5,0
23,5,2,181,0,0,0,0,0,0,0,1
23,6,1,182,3941,4,2,2,200,10,2,0
23,6,2,182,0,0,0,0,0,0,0,1
23,7,1,183,5189,4,5,1,50,10,3,0
23,7,2,183,0,0,0,0,0,0,0,1
23,8,1,184,2252,1,1,0,50,10,1,0
23,8,2,184,0,0,0,0,0,0,0,1
24,1,1,185,3610,3,2,0,0,10,2,0
24,1,2,185,0,0,0,0,0,0,0,1
24,2,1,186,7800,5,5,1,100,5,5,0
24,2,2,186,0,0,0,0,0,0,0,1
24,3,1,187,1659,2,2,1,100,0,1,0
24,3,2,187,0,0,0,0,0,0,0,1
24,4,1,188,4344,5,4,0,0,0,3,0
24,4,2,188,0,0,0,0,0,0,0,1
24,5,1,189,3476,1,5,1,100,5,2,0
24,5,2,189,0,0,0,0,0,0,0,1
24,6,1,190,6942,5,2,0,50,15,4,0
24,6,2,190,0,0,0,0,0,0,0,1
24,7,1,191,1319,4,5,1,100,15,0,0
24,7,2,191,0,0,0,0,0,0,0,1
24,8,1,192,3618,5,3,0,0,10,2,0
24,8,2,192,0,0,0,0,0,0,0,1
25,1,1,193,3852,5,2,2,100,10,2,0
25,1,2,193,0,0,0,0,0,0,0,1
25,2,1,194,2409,2,2,2,100,10,1,0
25,2,2,194,0,0,0,0,0,0,0,1
25,3,1,195,8517,2,5,1,100,15,5,0
25,3,2,195,0,0,0,0,0,0,0,1
25,4,1,196,3963,2,1,0,0,15,2,0
25,4,2,196,0,0,0,0,0,0,0,1
25,5,1,197,6550,3,2,2,0,10,4,0
25,5,2,197,0,0,0,0,0,0,0,1
25,6,1,198,2312,1,1,2,50,10,1,0
25,6,2,198,0,0,0,0,0,0,0,1
25,7,1,199,4865,4,1,0,100,5,3,0
25,7,2,199,0,0,0,0,0,0,0,1
25,8,1,200,4691,4,2,0,0,5,3,0
25,8,2,200,0,0,0,0,0,0,0,1
26,1,1,201,6907,0,2,2,0,15,4,0
26,1,2,201,0,0,0,0,0,0,0,1
26,2,1,202,6191,4,2,2,0,5,4,0
26,2,2,202,0,0,0,0,0,0,0,1
26,3,1,203,4979,4,5,0,200,5,3,0
26,3,2,203,0,0,0,0,0,0,0,1
26,4,1,204,1333,0,3,2,100,15,0,0
26,4,2,204,0,0,0,0,0,0,0,1
26,5,1,205,1646,1,5,0,100,0,1,0
26,5,2,205,0,0,0,0,0,0,0,1
26,6,1,206,80,1,4,2,0,0,0,0
26,6,2,206,0,0,0,0,0,0,0,1
26,7,1,207,2952,5,2,2,0,0,2,0
26,7,2,207,0,0,0,0,0,0,0,1
26,8,1,208,8559,2,2,0,200,15,5,0
26,8,2,208,0,0,0,0,0,0,0,1
27,1,1,209,7333,0,3,1,50,0,5,0
27,1,2,209,0,0,0,0,0,0,0,1
27,2,1,210,3371,4,2,1,50,5,2,0
27,2,2,210,0,0,0,0,0,0,0,1
27,3,1,211,1258,3,5,2,50,15,0,0
27,3,2,211,0,0,0,0,0,0,0,1
27,4,1,212,8098,3,5,2,50,10,5,0
27,4,2,212,0,0,0,0,0,0,0,1
27,5,1,213,7859,4,5,0,200,5,5,0
27,5,2,213,0,0,0,0,0,0,0,1
27,6,1,214,2738,1,2,1,100,15,1,0
27,6,2,214,0,0,0,0,0,0,0,1
27,7,1,215,3223,0,3,2,200,0,2,0
27,7,2,215,0,0,0,0,0,0,0,1
27,8,1,216,6887,4,3,1,0,15,4,0
27,8,2,216,0,0,0,0,0,0,0,1
28,1,1,217,6069,2,2,1,200,0,4,0
28,1,2,217,0,0,0,0,0,0,0,1
28,2,1,218,3817,0,2,1,100,10,2,0
28,2,2,218,0,0,0,0,0,0,0,1
28,3,1,219,4745,4,1,2,0,5,3,0
28,3,2,219,0,0,0,0,0,0,0,1
28,4,1,220,1793,4,4,2,200,0,1,0
28,4,2,220,0,0,0,0,0,0,0,1
28,5,1,221,5090,1,4,1,0,10,3,0
28,5,2,221,0,0,0,0,0,0,0,1
28,6,1,222,4967,4,3,0,200,5,3,0
28,6,2,222,0,0,0,0,0,0,0,1
28,7,1,223,274,3,1,0,200,0,0,0
28,7,2,223,0,0,0,0,0,0,0,1
28,8,1,224,1768,3,5,1,200,0,1,0
28,8,2,224,0,0,0,0,0,0,0,1
29,1,1,225,3072,5,2,0,100,0,2,0
29,1,2,225,0,0,0,0,0,0,0,1
29,2,1,226,2458,3,5,0,200,10,1,0
29,2,2,226,0,0,0,0,0,0,0,1
29,3,1,227,476,1,5,0,50,5,0,0
29,3,2,227,0,0,0,0,0,0,0,1
29,4,1,228,5197,0,2,2,50,10,3,0
29,4,2,228,0,0,0,0,0,0,0,1
29,5,1,229,4147,0,2,0,100,15,2,0
29,5,2,229,0,0,0,0,0,0,0,1
29,6,1,230,8138,1,2,1,100,10,5,0
29,6,2,230,0,0,0,0,0,0,0,1
29,7,1,231,5614,3,1,1,100,15,3,0
29,7,2,231,0,0,0,0,0,0,0,1
29,8,1,232,474,5,4,0,50,5,0,0
29,8,2,232,0,0,0,0,0,0,0,1
30,1,1,233,3771,2,4,2,50,10,2,0
30,1,2,233,0,0,0,0,0,0,0,1
30,2,1,234,6228,5,3,0,50,5,4,0
30,2,2,234,0,0,0,0,0,0,0,1
30,3,1,235,3960,5,5,2,200,10,2,0
30,3,2,235,0,0,0,0,0,0,0,1
30,4,1,236,7622,1,1,2,0,5,5,0
30,4,2,236,0,0,0,0,0,0,0,1
30,5,1,237,8542,3,4,2,100,15,5,0
30,5,2,237,0,0,0,0,0,0,0,1
30,6,1,238,2881,0,1,0,0,0,2,0
30,6,2,238,0,0,0,0,0,0,0,1
30,7,1,239,4634,1,3,1,200,0,3,0
30,7,2,239,0,0,0,0,0,0,0,1
30,8,1,240,3557,4,3,1,200,5,2,0
30,8,2,240,0,0,0,0,0,0,0,1
31,1,1,241,421,0,1,2,0,5,0,0
31,1,2,241,0,0,0,0,0,0,0,1
31,2,1,242,3153,2,1,0,200,0,2,0
31,2,2,242,0,0,0,0,0,0,0,1
31,3,1,243,7583,4,4,0,0,5,5,0
31,3,2,243,0,0,0,0,0,0,0,1
31,4,1,244,4473,2,1,2,50,0,3,0
31,4,2,244,0,0,0,0,0,0,0,1
31,5,1,245,3361,0,1,1,50,5,2,0
31,5,2,245,0,0,0,0,0,0,0,1
31,6,1,246,4386,5,1,2,0,0,3,0
31,6,2,246,0,0,0,0,0,0,0,1
31,7,1,247,4815,2,3,1,50,5,3,0
31,7,2,247,0,0,0,0,0,0,0,1
31,8,1,248,43,0,3,1,0,0,0,0
31,8,2,248,0,0,0,0,0,0,0,1
32,1,1,249,6218,1,2,0,50,5,4,0
32,1,2,249,0,0,0,0,0,0,0,1
32,2,1,250,162,5,2,2,50,0,0,0
32,2,2,250,0,0,0,0,0,0,0,1
32,3,1,251,7115,4,1,0,200,15,4,0
32,3,2,251,0,0,0,0,0,0,0,1
32,4,1,252,1138,3,5,1,0,15,0,0
32,4,2,252,0,0,0,0,0,0,0,1
32,5,1,253,6586,3,3,0,50,10,4,0
32,5,2,253,0,0,0,0,0,0,0,1
32,6,1,254,1832,1,1,1,0,5,1,0
32,6,2,254,0,0,0,0,0,0,0,1
32,7,1,255,5908,3,5,1,50,0,4,0
32,7,2,255,0,0,0,0,0,0,0,1
32,8,1,256,2189,4,5,0,0,10,1,0
32,8,2,256,0,0,0,0,0,0,0,1
33,1,1,257,6793,0,3,1,200,10,4,0
33,1,2,257,0,0,0,0,0,0,0,1
33,2,1,258,6021,2,4,2,100,0,4,0
33,2,2,258,0,0,0,0,0,0,0,1
33,3,1,259,2810,1,4,0,200,15,1,0
33,3,2,259,0,0,0,0,0,0,0,1
33,4,1,260,8071,0,1,2,50,10,5,0
33,4,2,260,0,0,0,0,0,0,0,1
33,5,1,261,6079,0,4,1,200,0,4,0
33,5,2,261,0,0,0,0,0,0,0,1
33,6,1,262,810,5,5,2,0,10,0,0
33,6,2,262,0,0,0,0,0,0,0,1
33,7,1,263,5322,5,2,0,200,10,3,0
33,7,2,263,0,0,0,0,0,0,0,1
33,8,1,264,1526,1,5,2,0,0,1,0
33,8,2,264,0,0,0,0,0,0,0,1
34,1,1,265,5420,1,4,0,0,15,3,0
34,1,2,265,0,0,0,0,0,0,0,1
34,2,1,266,4195,0,5,1,100,15,2,0
34,2,2,266,0,0,0,0,0,0,0,1
34,3,1,267,396,5,1,1,0,5,0,0
34,3,2,267,0,0,0,0,0,0,0,1
34,4,1,268,4632,5,2,1,200,0,3,0
34,4,2,268,0,0,0,0,0,0,0,1
34,5,1,269,4190,1,4,1,100,15,2,0
34,5,2,269,0,0,0,0,0,0,0,1
34,6,1,270,6881,4,2,1,0,15,4,0
34,6,2,270,0,0,0,0,0,0,0,1
34,7,1,271,6872,1,1,1,0,15,4,0
34,7,2,271,0,0,0,0,0,0,0,1
34,8,1,272,3348,5,3,0,50,5,2,0
34,8,2,272,0,0,0,0,0,0,0,1
35,1,1,273,5127,2,5,2,0,10,3,0
35,1,2,273,0,0,0,0,0,0,0,1
35,2,1,274,6156,5,1,1,0,5,4,0
35,2,2,274,0,0,0,0,0,0,0,1
35,3,1,275,7290,5,5,2,0,0,5,0
35,3,2,275,0,0,0,0,0,0,0,1
35,4,1,276,7874,1,3,1,200,5,5,0
35,4,2,276,0,0,0,0,0,0,0,1
35,5,1,277,4248,5,3,0,200,15,2,0
35,5,2,277,0,0,0,0,0,0,0,1
35,6,1,278,8570,1,4,0,200,15,5,0
35,6,2,278,0,0,0,0,0,0,0,1
35,7,1,279,5102,1,1,2,0,10,3,0
35,7,2,279,0,0,0,0,0,0,0,1
35,8,1,280,4467,2,5,1,50,0,3,0
35,8,2,280,0,0,0,0,0,0,0,1
36,1,1,281,3850,3,2,2,100,10,2,0
36,1,2,281,0,0,0,0,0,0,0,1
36,2,1,282,5825,4,1,2,0,0,4,0
36,2,2,282,0,0,0,0,0,0,0,1
36,3,1,283,7497,2,5,0,200,0,5,0
36,3,2,283,0,0,0,0,0,0,0,1
36,4,1,284,3322,3,4,2,0,5,2,0
